"index","word","female","i_pronoun","exclude","coef","ME","nFemale","nMale","coef_pronoun","ME_pronoun","nFemale_pronoun","nMale_pronoun","linear_coef"
7964,"suppliers",NA,NA,NA,0,0,5,44,0,0,2,13,0
7965,"canned",NA,NA,NA,0,0,11,65,0,0,4,29,0
7966,"highway",NA,NA,NA,0,0,18,69,0,0,14,31,0
7967,"signalling",NA,NA,NA,-0.208361743,-0.030522912,22,102,0,0,13,47,0
7968,"taxpayer",NA,NA,NA,0,0,10,82,0,0,6,49,0
7969,"ar",NA,NA,NA,0,0,16,70,0,0,8,33,0
7970,"geographical",NA,NA,NA,0,0,8,63,0,0,5,30,0
7971,"neglect",NA,NA,NA,0,0,33,62,0,0,22,28,0
7972,"despair",NA,NA,NA,-0.454839429,-0.066629429,18,79,-0.342366299,-0.055371581,10,46,0
7973,"smiling",NA,NA,NA,0.400113394,0.058612612,87,85,0.016075916,0.00259999,48,53,0
7974,"scotch",NA,NA,NA,-0.322498912,-0.047242866,18,92,0,0,6,41,0
7975,"internships",NA,NA,NA,-0.275790133,-0.040400497,4,65,0,0,2,18,0
7976,"worldview",NA,NA,NA,0,0,13,70,0,0,11,49,0
7977,"whereby",NA,NA,NA,0,0,6,59,0,0,1,31,0
7978,"optional",NA,NA,NA,0,0,19,53,0,0,7,21,0
7979,"wu",NA,NA,1,NA,NA,88,160,NA,NA,76,65,NA
7980,"civilian",NA,NA,NA,0,0,11,81,0,0,2,61,0
7981,"predominantly",NA,NA,NA,0,0,22,80,0,0,6,39,0
7982,"critiques",NA,NA,NA,-0.209992014,-0.03076173,11,140,0,0,9,83,0
7983,"transformed",NA,NA,NA,0,0,10,61,0,0,5,39,0
7984,"viewing",NA,NA,NA,0,0,23,57,0,0,9,30,0
7985,"sequences",NA,NA,NA,0,0,2,39,0,0,1,16,0
7986,"guided",NA,NA,NA,0,0,3,58,0,0,2,34,0
7987,"soap",NA,NA,NA,-0.083785284,-0.012273706,28,95,-0.225110007,-0.036407488,12,54,0
7988,"grandparents",NA,NA,NA,0,0,53,67,-0.409789105,-0.066276005,23,44,0
7989,"territories",NA,NA,NA,0,0,5,43,0,0,4,28,0
7990,"abstraction",NA,NA,NA,0,0,3,49,0,0,0,32,0
7991,"breadth",NA,NA,NA,0,0,5,77,0,0,3,52,0
7992,"thiel",NA,NA,1,NA,NA,0,86,NA,NA,0,22,NA
7993,"bangladesh",NA,NA,NA,0,0,10,51,0,0,4,25,0
7994,"fatal",NA,NA,NA,0,0,18,93,0,0,10,64,0
7995,"administrator",NA,NA,NA,0,0,16,87,0,0,11,67,0
7996,"thorough",NA,NA,NA,0,0,10,99,0,0,8,63,0
7997,"farms",NA,NA,NA,0,0,9,53,0,0,7,18,0
7998,"pics",NA,NA,NA,1.007071558,0.147525914,249,157,0.876881087,0.141819718,121,77,0.076182805
7999,"rampant",NA,NA,NA,0.508507756,0.074491302,33,65,0,0,12,34,0
8000,"endowments",NA,NA,NA,0,0,4,64,0,0,4,27,0
8001,"metropolitan",NA,NA,NA,0,0,10,61,0,0,9,25,0
8002,"relating",NA,NA,NA,0,0,14,68,0,0,8,31,0
8003,"damned",NA,NA,NA,0,0,22,85,0,0,15,53,0
8004,"des",NA,NA,NA,0.568394332,0.083264086,11,49,0.471757622,0.076298297,9,13,0
8005,"actress",NA,NA,1,NA,NA,140,80,NA,NA,129,35,NA
8006,"multipliers",NA,NA,NA,0.651744675,0.095474078,4,62,0.658218251,0.106454944,5,18,0
8007,"chart",NA,NA,NA,0,0,11,85,0,0,7,36,0
8008,"tops",NA,NA,NA,0.345795316,0.050655556,54,81,0,0,21,46,0
8009,"lest",NA,NA,NA,0,0,16,72,0,0,10,48,0
8010,"prostitutes",NA,NA,NA,0,0,93,101,0,0,21,56,0
8011,"manuscripts",NA,NA,NA,0,0,5,61,0,0,2,34,0
8012,"violating",NA,NA,NA,-0.265071455,-0.038830318,13,85,0,0,13,60,0
8013,"owes",NA,NA,NA,-0.397259853,-0.058194596,24,122,-0.263339916,-0.042590487,20,100,0
8014,"hassle",NA,NA,NA,0,0,24,67,0,0,12,37,0
8015,"restrictive",NA,NA,NA,0,0,9,47,0,0,7,18,0
8016,"kin",NA,NA,NA,-0.29746329,-0.043575398,27,100,0,0,15,58,0
8017,"bone",NA,NA,NA,0.182784935,0.026776165,85,119,0.077395997,0.012517408,51,66,0
8018,"authoritarian",NA,NA,NA,0,0,14,87,0,0,8,61,0
8019,"psu",NA,NA,NA,0,0,3,79,0,0,1,41,0
8020,"3,000",NA,NA,NA,0,0,11,61,0,0,6,37,0
8021,"amazed",NA,NA,NA,0,0,45,149,-0.090689358,-0.01466737,22,88,0
8022,"praised",NA,NA,NA,-0.019755699,-0.002894012,13,145,0,0,7,113,0
8023,"championship",NA,NA,NA,0,0,16,107,0,0,6,70,0
8024,"pour",NA,NA,NA,0,0,24,68,0.635096816,0.102715468,22,24,0
8025,"ambiguous",NA,NA,NA,0,0,24,76,0,0,15,46,0
8026,"descendants",NA,NA,NA,0,0,13,78,0,0,7,47,0
8027,"walker",0,0,1,NA,NA,8,323,NA,NA,12,112,NA
8028,"classified",NA,NA,NA,1.222897644,0.179142277,47,96,0.940427442,0.152097197,33,56,0
8029,"trauma",NA,NA,NA,0,0,33,55,0,0,28,42,0
8030,"rings",NA,NA,NA,0,0,53,137,0.002979458,0.000481874,39,84,0
8031,"borrowed",NA,NA,NA,0,0,12,83,0,0,14,46,0
8032,"deductions",NA,NA,NA,0,0,7,45,0,0,6,24,0
8033,"milan",NA,NA,NA,0,0,25,70,0,0,4,26,0
8034,"catalan",NA,NA,NA,0,0,8,57,0,0,3,39,0
8035,"removal",NA,NA,NA,0,0,12,63,0,0,10,30,0
8036,"publicity",NA,NA,NA,0,0,27,120,0,0,25,82,0
8037,"labeled",NA,NA,NA,0,0,23,72,0,0,8,48,0
8038,"owning",NA,NA,NA,0,0,22,78,0,0,9,39,0
8039,"ubuntu",NA,NA,NA,0.031353657,0.004592997,10,20,0,0,2,4,0
8040,"asses",NA,NA,NA,0,0,53,123,0,0,9,59,0
8041,"collins",NA,NA,1,NA,NA,15,161,NA,NA,17,49,NA
8042,"wound",NA,NA,NA,0,0,33,94,0,0,19,68,0
8043,"11,",NA,NA,NA,0.154018234,0.022562131,21,87,0,0,10,44,0
8044,"assistants",NA,NA,NA,0,0,19,65,0,0,13,37,0
8045,"roommate",NA,NA,NA,0.169367964,0.024810713,116,116,0.342107155,0.055329669,83,83,0
8046,"schedules",NA,NA,NA,0,0,17,52,0,0,7,24,0
8047,"bullying",NA,NA,NA,-0.339290078,-0.049702604,34,112,-0.016987857,-0.00274748,17,76,0
8048,"confirmation",NA,NA,NA,0,0,12,121,0,0,11,69,0
8049,"beast",NA,NA,NA,-0.079976722,-0.01171579,31,154,0,0,17,97,0
8050,"theyre",NA,NA,NA,0.046468677,0.006807196,48,89,0,0,13,39,0
8051,"demonstrating",NA,NA,NA,0,0,15,83,0,0,10,46,0
8052,"aggressively",NA,NA,NA,0,0,27,89,0,0,15,49,0
8053,"howard",NA,NA,NA,-0.349297994,-0.051168664,12,183,0,0,11,77,0
8054,"suspected",NA,NA,NA,0,0,34,126,0,0,26,92,0
8055,"poorest",NA,NA,NA,0,0,10,63,0,0,6,27,0
8056,"underrated",NA,NA,NA,0,0,22,172,0,0,10,88,0
8057,"ejmr's",NA,NA,NA,0,0,23,120,0,0,9,73,0
8058,"pulls",NA,NA,NA,-0.317860765,-0.046563424,22,153,-0.511660362,-0.082751846,17,125,0
8059,"km",NA,NA,NA,0,0,8,68,0,0,5,41,0
8060,"quest",NA,NA,NA,-0.048625768,-0.007123189,13,97,-0.130112488,-0.021043351,8,53,0
8061,"soldier",NA,NA,NA,0,0,20,104,0,0,18,67,0
8062,"mrms",NA,NA,NA,0,0,7,69,0.331882318,0.053675986,5,26,0
8063,"deaton",0,0,1,NA,NA,2,435,NA,NA,0,101,NA
8064,"las",NA,NA,NA,0,0,27,80,0.034782408,0.005625428,18,37,0
8065,"sizable",NA,NA,NA,0,0,10,58,0,0,6,13,0
8066,"oldest",NA,NA,NA,0.221007934,0.032375453,36,97,0,0,21,55,0
8067,"bull",NA,NA,NA,0.024704336,0.003618938,34,114,0,0,14,70,0
8068,"nicholas",0,0,1,NA,NA,6,342,NA,NA,6,84,NA
8069,"ideals",NA,NA,NA,0,0,17,64,0,0,7,46,0
8070,"summarize",NA,NA,NA,0,0,12,104,0,0,10,50,0
8071,"murphy",0,0,1,NA,NA,5,306,NA,NA,5,87,NA
8072,"translates",NA,NA,NA,0,0,26,69,0,0,10,35,0
8073,"climbing",NA,NA,NA,0,0,21,68,0.385953647,0.062421049,11,31,0
8074,"investigated",NA,NA,NA,0,0,26,80,0,0,20,55,0
8075,"r2",NA,NA,NA,0,0,9,31,0,0,4,13,0
8076,"rf",NA,NA,NA,0,0,6,32,0,0,3,15,0
8077,"establishments",NA,NA,NA,0,0,7,38,0,0,1,15,0
8078,"bugs",NA,NA,NA,-0.373839833,-0.054763798,15,68,-0.192982944,-0.031211515,6,33,0
8079,"tse",NA,NA,NA,0,0,3,46,0,0,3,12,0
8080,"safely",NA,NA,NA,0,0,21,74,0,0,5,47,0
8081,"ix",NA,NA,NA,0,0,30,51,0,0,17,38,0
8082,"ali",NA,NA,1,NA,NA,28,142,NA,NA,13,76,NA
8083,"mutually",NA,NA,NA,0,0,38,68,0,0,17,35,0
8084,"coins",NA,NA,NA,0.020484714,0.003000806,18,49,0,0,10,32,0
8085,"aforementioned",NA,NA,NA,0,0,16,53,0,0,10,33,0
8086,"genders",NA,NA,NA,0,0,65,61,0,0,18,18,0
8087,"devil",NA,NA,NA,-0.239990819,-0.035156255,21,138,-0.379347328,-0.061352596,13,92,0
8088,"seasons",NA,NA,NA,0,0,22,110,0,0,13,51,0
8089,"obtaining",NA,NA,NA,0,0,15,64,0,0,9,29,0
8090,"composed",NA,NA,NA,0,0,14,72,0,0,6,45,0
8091,"maria",1,0,1,NA,NA,169,111,NA,NA,27,50,NA
8092,"zoo",NA,NA,NA,-0.100791218,-0.014764906,14,53,0.208537323,0.033727155,10,35,0
8093,"webpage",NA,NA,NA,-0.012039122,-0.001763611,35,218,-0.26882184,-0.04347709,24,155,0
8094,"sphere",NA,NA,NA,0,0,5,69,0,0,6,38,0
8095,"johns",NA,NA,1,NA,NA,15,99,NA,NA,9,23,NA
8096,"flood",NA,NA,NA,0,0,15,84,0,0,8,42,0
8097,"watches",NA,NA,NA,0,0,53,138,0,0,22,79,0
8098,"planes",NA,NA,NA,0,0,13,70,0,0,5,44,0
8099,"eh",NA,NA,NA,0,0,50,164,-0.050086015,-0.008100511,20,86,0
8100,"2005,",NA,NA,NA,0,0,12,69,0,0,5,44,0
8101,"arkansas",NA,NA,NA,0,0,22,61,0,0,8,25,0
8102,"globally",NA,NA,NA,0,0,11,79,0,0,6,33,0
8103,"interpretations",NA,NA,NA,0,0,5,78,0,0,4,46,0
8104,"inspiration",NA,NA,NA,0,0,26,131,0,0,19,72,0
8105,"kfc",NA,NA,1,NA,NA,36,283,NA,NA,26,124,NA
8106,"nevada",NA,NA,NA,0,0,7,71,0,0,4,38,0
8107,"40,",NA,NA,NA,0,0,33,57,0,0,15,34,0
8108,"purple",NA,NA,NA,0,0,23,51,0,0,8,31,0
8109,"egos",NA,NA,NA,0,0,19,66,0,0,6,32,0
8110,"visual",NA,NA,NA,0,0,22,65,0,0,13,28,0
8111,"postings",NA,NA,NA,-0.209421343,-0.030678133,12,126,0,0,7,34,0
8112,"shapiro",0,0,1,NA,NA,2,296,NA,NA,19,60,NA
8113,"ex-ante",NA,NA,NA,0,0,16,63,0,0,8,36,0
8114,"connecticut",NA,NA,NA,0,0,8,66,0,0,7,32,0
8115,"cheated",NA,NA,NA,0.684123263,0.100217218,242,142,0.428770297,0.069345871,154,121,0.031676192
8116,"mao",NA,NA,1,NA,NA,13,117,NA,NA,8,76,NA
8117,"calendar",NA,NA,NA,0,0,19,45,0,0,9,19,0
8118,"alberta",NA,NA,NA,0,0,8,50,0,0,4,15,0
8119,"confuse",NA,NA,NA,-0.037483964,-0.005491026,19,111,0,0,11,65,0
8120,"heroes",NA,NA,NA,0,0,23,106,0,0,10,58,0
8121,"altruism",NA,NA,NA,0.276867608,0.040558336,17,51,0,0,13,24,0
8122,"brookings",NA,NA,NA,-0.194135811,-0.028438955,4,92,0,0,5,52,0
8123,"ukrainians",NA,NA,NA,0,0,10,51,0,0,5,24,0
8124,"creator",NA,NA,NA,-0.041173283,-0.006031474,10,113,0,0,6,78,0
8125,"krueger",0,0,1,NA,NA,0,379,NA,NA,4,64,NA
8126,"fossil",NA,NA,NA,0,0,2,49,0,0,3,29,0
8127,"identifies",NA,NA,NA,0,0,24,132,0,0,14,68,0
8128,"jazz",NA,NA,NA,0,0,18,73,0,0,10,36,0
8129,"pharmaceutical",NA,NA,NA,0,0,12,64,0,0,6,23,0
8130,"outlier",NA,NA,NA,0,0,18,82,0,0,10,45,0
8131,"ironic",NA,NA,NA,0,0,47,175,-0.003394289,-0.000548965,29,114,0
8132,"gifted",NA,NA,NA,0,0,16,110,0,0,13,69,0
8133,"editor's",NA,NA,NA,0,0,12,109,0,0,6,74,0
8134,"kehoe",0,0,1,NA,NA,2,394,NA,NA,3,85,NA
8135,"buffalo",NA,NA,NA,-0.066345594,-0.009718966,12,87,0,0,3,27,0
8136,"unproductive",NA,NA,NA,0,0,12,65,0,0,6,31,0
8137,"captain",NA,NA,NA,-0.230230258,-0.033726431,21,179,-0.475955705,-0.076977261,12,106,0
8138,"flowers",NA,NA,NA,0.944505511,0.138360613,108,54,0.777213006,0.125700202,73,42,0.0386538
8139,"champions",NA,NA,NA,-0.336927925,-0.049356572,16,130,0,0,6,75,0
8140,"vodka",NA,NA,NA,0,0,42,98,0,0,20,48,0
8141,"insufficient",NA,NA,NA,0,0,8,56,0,0,7,26,0
8142,"jep",NA,NA,NA,-0.09857052,-0.014439596,7,116,0,0,8,57,0
8143,"fulfill",NA,NA,NA,-0.448330228,-0.065675896,23,92,0,0,14,55,0
8144,"norwegian",NA,NA,NA,0.146011342,0.021389202,42,84,0,0,12,37,0
8145,"jeffrey",0,0,1,NA,NA,6,264,NA,NA,4,56,NA
8146,"unconditional",NA,NA,NA,0,0,27,60,0,0,8,25,0
8147,"stoopid",NA,NA,NA,0,0,48,148,0,0,23,84,0
8148,"incoherent",NA,NA,NA,0,0,15,113,0,0,7,78,0
8149,"shouldn",NA,NA,NA,0,0,21,52,0,0,13,42,0
8150,"bb",NA,NA,1,NA,NA,83,207,NA,NA,84,67,NA
8151,"kentucky",NA,NA,NA,-0.29163316,-0.042721342,12,122,0,0,6,48,0
8152,"firm-level",NA,NA,NA,0,0,1,35,0,0,0,1,0
8153,"decomposition",NA,NA,NA,0,0,4,49,0,0,0,10,0
8154,"unprofessional",NA,NA,NA,0,0,20,81,0,0,20,57,0
8155,"renting",NA,NA,NA,-0.090682983,-0.01328415,22,56,0,0,12,23,0
8156,"sse",NA,NA,NA,0,0,4,17,0,0,1,7,0
8157,"blows",NA,NA,NA,-0.075471533,-0.011055825,28,139,0,0,18,82,0
8158,"publishers",NA,NA,NA,0,0,4,71,0,0,3,24,0
8159,"advertise",NA,NA,NA,-0.165792227,-0.024286904,20,103,0,0,7,30,0
8160,"banning",NA,NA,NA,0,0,25,95,0,0,11,52,0
8161,"fragile",NA,NA,NA,0,0,25,101,0.054511296,0.00881622,19,48,0
8162,"discretionary",NA,NA,NA,0,0,9,47,0,0,6,24,0
8163,"dell",NA,NA,NA,0,0,10,50,0,0,6,20,0
8164,"apology",NA,NA,NA,0,0,24,118,0,0,26,76,0
8165,"launching",NA,NA,NA,0,0,11,45,0,0,6,33,0
8166,"lincoln",NA,NA,1,NA,NA,7,109,NA,NA,5,65,NA
8167,"suggestive",NA,NA,NA,0,0,17,46,0,0,10,14,0
8168,"crops",NA,NA,NA,0,0,8,35,0,0,2,14,0
8169,"masculinity",NA,NA,NA,-0.503726498,-0.073790895,37,85,0,0,9,31,0
8170,"bent",NA,NA,NA,0,0,20,93,0,0,13,60,0
8171,"feeding",NA,NA,NA,0,0,59,120,0,0,36,82,0
8172,"singing",NA,NA,NA,0.46918712,0.068731222,63,118,0.532550259,0.08613041,42,66,0
8173,"mohammed",NA,NA,1,NA,NA,6,81,NA,NA,6,58,NA
8174,"diploma",NA,NA,NA,0,0,10,82,-0.232789073,-0.037649439,6,47,0
8175,"crown",NA,NA,NA,0,0,22,73,0.051874616,0.008389785,19,44,0
8176,"unsustainable",NA,NA,NA,0,0,5,44,0,0,2,25,0
8177,"facial",NA,NA,NA,0,0,81,74,0,0,34,42,0
8178,"reproduce",NA,NA,NA,0,0,35,63,0,0,14,29,0
8179,"sigh",NA,NA,NA,0,0,55,117,0,0,30,51,0
8180,"attrition",NA,NA,NA,-0.012879392,-0.001886702,5,64,0,0,2,30,0
8181,"copyright",NA,NA,NA,-0.265144956,-0.038841085,2,75,-0.031738219,-0.005133085,2,36,0
8182,"plate",NA,NA,NA,-0.086135905,-0.012618049,36,99,0,0,25,56,0
8183,"oppressed",NA,NA,NA,0.277287398,0.040619831,57,78,0,0,13,51,0
8184,"underrepresented",NA,NA,NA,0.967404871,0.141715141,39,42,0,0,10,17,0
8185,"klein",NA,NA,1,NA,NA,19,158,NA,NA,15,62,NA
8186,"particle",NA,NA,NA,0,0,2,45,0,0,1,22,0
8187,"peer-reviewed",NA,NA,NA,0,0,9,74,0,0,7,42,0
8188,"jel",NA,NA,NA,0,0,8,68,0,0,2,22,0
8189,"loneliness",NA,NA,NA,0,0,45,55,0,0,14,21,0
8190,"intervene",NA,NA,NA,0,0,8,74,0,0,12,44,0
8191,"mars",NA,NA,NA,0,0,24,108,0,0,11,55,0
8192,"blatant",NA,NA,NA,0,0,26,98,0,0,19,65,0
8193,"highlighted",NA,NA,NA,0,0,11,61,0,0,8,27,0
8194,"framing",NA,NA,NA,0,0,5,75,0,0,4,41,0
8195,"flesh",NA,NA,NA,0,0,21,89,0,0,12,65,0
8196,"permits",NA,NA,NA,0.135261167,0.019814408,15,43,0,0,7,19,0
8197,"wouldnt",NA,NA,NA,0,0,78,136,0,0,39,79,0
8198,"colonies",NA,NA,NA,0.130780842,0.019158086,13,55,0,0,6,28,0
8199,"goodbye",NA,NA,NA,0,0,59,87,0,0,45,41,0
8200,"proportional",NA,NA,NA,0,0,11,69,0,0,3,30,0
8201,"programmes",NA,NA,NA,0,0,8,42,0,0,4,18,0
8202,"16,",NA,NA,NA,0,0,30,71,0,0,22,38,0
8203,"unity",NA,NA,NA,0,0,6,54,0,0,3,36,0
8204,"guy's",0,0,1,NA,NA,51,617,NA,NA,21,284,NA
8205,"paranoid",NA,NA,NA,-0.476063081,-0.069738481,33,146,-0.188138053,-0.030427941,22,85,0
8206,"installed",NA,NA,NA,0,0,20,77,0,0,15,38,0
8207,"openness",NA,NA,NA,0,0,7,48,0,0,3,23,0
8208,"worsened",NA,NA,NA,0,0,5,27,0,0,4,13,0
8209,"disciplinary",NA,NA,NA,0,0,14,44,0,0,13,30,0
8210,"prince",NA,NA,NA,-0.528745923,-0.077455991,35,187,-0.006447799,-0.001042815,22,88,0
8211,"thankful",NA,NA,NA,0,0,34,103,0,0,26,54,0
8212,"guardian",NA,NA,NA,-0.516524304,-0.075665646,18,148,0,0,13,91,0
8213,"confront",NA,NA,NA,0,0,35,121,0,0,29,82,0
8214,"palin",NA,NA,1,NA,NA,131,101,NA,NA,58,57,NA
8215,"blocking",NA,NA,NA,0,0,18,91,0,0,18,54,0
8216,"nc",NA,NA,NA,0.04321524,0.006330601,20,54,0,0,12,15,0
8217,"themes",NA,NA,NA,0,0,10,79,0,0,4,51,0
8218,"execute",NA,NA,NA,0,0,10,67,0,0,4,39,0
8219,"sls",NA,NA,NA,0,0,2,59,0,0,1,25,0
8220,"diff",NA,NA,NA,0,0,15,51,0,0,9,21,0
8221,"critic",NA,NA,NA,0,0,17,110,0,0,10,89,0
8222,"liu",NA,NA,1,NA,NA,9,120,NA,NA,6,34,NA
8223,"assembly",NA,NA,NA,0,0,10,69,0.337973464,0.054661119,10,44,0
8224,"fries",NA,NA,NA,-0.609891761,-0.089343045,12,95,0,0,9,25,0
8225,"visibly",NA,NA,NA,0.015943637,0.002335583,32,61,0,0,24,55,0
8226,"soup",NA,NA,NA,0,0,26,81,0,0,13,33,0
8227,"judgments",NA,NA,NA,0,0,9,57,0,0,4,35,0
8228,"memes",NA,NA,NA,0,0,21,120,0,0,15,49,0
8229,"contempt",NA,NA,NA,0,0,23,81,0,0,15,68,0
8230,"\xe2\x88\x9e",NA,NA,NA,0,0,1,4,0,0,0,1,0
8231,"caution",NA,NA,NA,0,0,18,51,0,0,7,37,0
8232,"domination",NA,NA,NA,0,0,17,48,0,0,6,36,0
8233,"browsing",NA,NA,NA,-0.065909027,-0.009655013,41,108,-0.070866167,-0.011461326,11,57,0
8234,"confirms",NA,NA,NA,0,0,36,112,0,0,19,63,0
8235,"contradictory",NA,NA,NA,0,0,10,72,0,0,8,31,0
8236,"wore",NA,NA,NA,0.013855144,0.00202964,64,117,0,0,54,73,0
8237,"classification",NA,NA,NA,0,0,12,62,0,0,7,21,0
8238,"deadwoods",NA,NA,NA,0,0,14,88,0,0,5,41,0
8239,"departure",NA,NA,NA,0,0,9,108,0,0,11,71,0
8240,"interviewer",NA,NA,NA,-0.062176621,-0.009108253,34,135,0,0,21,94,0
8241,"thankfully",NA,NA,NA,0,0,36,89,0,0,21,52,0
8242,"kenneth",0,0,1,NA,NA,3,309,NA,NA,3,69,NA
8243,"sink",NA,NA,NA,-0.430970079,-0.063132807,33,115,0,0,22,69,0
8244,"bilateral",NA,NA,NA,0,0,2,54,0,0,3,14,0
8245,"lin",NA,NA,1,NA,NA,7,128,NA,NA,5,37,NA
8246,"horses",NA,NA,NA,0,0,38,92,0,0,24,53,0
8247,"juve",NA,NA,NA,0,0,3,21,0,0,1,11,0
8248,"collar",NA,NA,NA,-0.059509616,-0.008717564,33,86,0,0,13,47,0
8249,"mouse",NA,NA,NA,0,0,19,72,0,0,14,44,0
8250,"merger",NA,NA,NA,0,0,7,61,0,0,7,28,0
8251,"beware",NA,NA,NA,0,0,33,94,0,0,15,47,0
8252,"denver",NA,NA,NA,0,0,11,95,0,0,8,24,0
8253,"nsf",NA,NA,NA,0,0,12,57,0,0,7,29,0
8254,"zimmerman",NA,NA,1,NA,NA,6,138,NA,NA,6,78,NA
8255,"supplements",NA,NA,NA,0,0,7,46,0,0,4,19,0
8256,"disgrace",NA,NA,NA,-0.426772414,-0.062517891,23,162,0,0,14,97,0
8257,"vhrm",NA,NA,NA,0,0,19,95,0,0,11,42,0
8258,"distracted",NA,NA,NA,0.244043943,0.035749997,43,65,0,0,31,44,0
8259,"rob",NA,NA,NA,-0.634530839,-0.092952423,13,139,0,0,9,65,0
8260,"voluntarily",NA,NA,NA,0.02550591,0.003736361,35,79,0,0,18,50,0
8261,"detected",NA,NA,NA,-0.550937025,-0.080706765,133,848,-0.067513339,-0.010919066,24,106,0
8262,"sponsor",NA,NA,NA,0,0,23,55,0,0,15,35,0
8263,"issuing",NA,NA,NA,0.256238448,0.037536371,15,51,0,0,11,21,0
8264,"invitations",NA,NA,NA,0,0,15,60,0,0,9,36,0
8265,"encountered",NA,NA,NA,0,0,27,110,0,0,19,66,0
8266,"reporter",NA,NA,NA,0.174866011,0.025616122,29,130,0,0,26,101,0
8267,"offenders",NA,NA,NA,-0.008540637,-0.001251118,12,42,0,0,9,23,0
8268,"multiply",NA,NA,NA,0,0,10,50,0,0,7,30,0
8269,"throne",NA,NA,NA,0,0,4,77,0,0,8,63,0
8270,"vocational",NA,NA,NA,0,0,2,26,0,0,2,15,0
8271,"squeeze",NA,NA,NA,0,0,25,61,0,0,24,32,0
8272,"scandinavia",NA,NA,NA,0,0,16,57,0,0,2,19,0
8273,"ranges",NA,NA,NA,0,0,9,47,0,0,6,21,0
8274,"distress",NA,NA,NA,0,0,15,54,0,0,5,25,0
8275,"breakdown",NA,NA,NA,0,0,21,81,0,0,13,48,0
8276,"accumulate",NA,NA,NA,0,0,21,40,0,0,7,18,0
8277,"pressing",NA,NA,NA,0,0,20,78,0,0,10,53,0
8278,"two-thirds",NA,NA,NA,0,0,13,47,0,0,4,24,0
8279,"exposition",NA,NA,NA,0,0,4,86,0,0,9,39,0
8280,"decency",NA,NA,NA,-0.332773987,-0.048748062,13,81,-0.717965466,-0.11611798,5,64,0
8281,"courtesy",NA,NA,NA,-0.105604083,-0.015469942,24,102,0,0,19,64,0
8282,"calibrate",NA,NA,NA,0,0,6,52,0,0,0,11,0
8283,"immature",NA,NA,NA,0,0,54,98,0,0,30,57,0
8284,"bloggers",NA,NA,NA,0,0,21,136,0,0,14,74,0
8285,"billionaire",NA,NA,NA,0,0,44,197,-0.051878128,-0.008390353,23,145,0
8286,"lags",NA,NA,NA,0,0,2,46,0,0,2,20,0
8287,"bothers",NA,NA,NA,0,0,37,104,0,0,19,65,0
8288,"misunderstanding",NA,NA,NA,-0.060149126,-0.008811245,19,125,-0.155219781,-0.025104003,12,84,0
8289,"farmer",NA,NA,NA,0,0,12,140,0,0,10,71,0
8290,"nus",NA,NA,NA,0,0,9,58,0,0,5,27,0
8291,"quad",NA,NA,NA,0,0,8,40,0,0,3,15,0
8292,"fdi",NA,NA,NA,0,0,0,14,0,0,0,1,0
8293,"drivel",NA,NA,NA,-0.146365454,-0.021441076,7,104,0,0,6,65,0
8294,"adjuncts",NA,NA,NA,0,0,11,47,0,0,5,18,0
8295,"stack",NA,NA,NA,0,0,16,64,0,0,14,34,0
8296,"bottles",NA,NA,NA,0,0,27,69,0,0,11,47,0
8297,"rocket",NA,NA,NA,-0.041225544,-0.00603913,14,121,0,0,11,62,0
8298,"hog",NA,NA,NA,0,0,8,26,0,0,7,17,0
8299,"backup",NA,NA,NA,0,0,26,73,0,0,21,46,0
8300,"continuity",NA,NA,NA,0,0,4,41,0,0,2,23,0
8301,"hookers",NA,NA,NA,0,0,94,147,-0.266342556,-0.04307611,26,72,0
8302,"lighter",NA,NA,NA,0,0,27,59,0,0,11,36,0
8303,"intergenerational",NA,NA,NA,0,0,11,58,0,0,4,17,0
8304,"magazines",NA,NA,NA,0,0,42,53,0,0,11,38,0
8305,"disturbing",NA,NA,NA,0.366618546,0.053705951,47,108,0,0,18,65,0
8306,"repair",NA,NA,NA,0,0,21,57,0,0,13,34,0
8307,"sticks",NA,NA,NA,0,0,23,107,0,0,18,69,0
8308,"dominating",NA,NA,NA,0,0,15,64,0,0,8,30,0
8309,"slot",NA,NA,NA,0,0,20,80,0,0,13,45,0
8310,"spoiled",NA,NA,NA,0,0,48,84,0,0,25,51,0
8311,"ontario",NA,NA,NA,0,0,8,67,0,0,4,29,0
8312,"merry",NA,NA,NA,-0.235407093,-0.034484785,18,106,0,0,8,26,0
8313,"cups",NA,NA,NA,0,0,29,102,0,0,10,47,0
8314,"fillers",NA,NA,NA,0,0,8,51,0,0,6,22,0
8315,"merkel",NA,NA,1,NA,NA,74,97,NA,NA,68,57,NA
8316,"knowledgeable",NA,NA,NA,-0.100664561,-0.014746352,15,111,0,0,9,61,0
8317,"unpaid",NA,NA,NA,0,0,24,61,0,0,13,40,0
8318,"tweet",NA,NA,NA,0,0,44,218,0.009945046,0.001608432,38,144,0
8319,"abused",NA,NA,NA,0,0,81,97,0.091016061,0.014720208,47,70,0
8320,"stimulating",NA,NA,NA,0,0,17,49,0,0,13,11,0
8321,"uw",NA,NA,NA,0,0,7,99,0,0,5,54,0
8322,"virtues",NA,NA,NA,0,0,16,75,0,0,5,50,0
8323,"mindless",NA,NA,NA,0,0,12,77,0,0,5,48,0
