"index","word","female","i_pronoun","exclude","coef","ME","nFemale","nMale","coef_pronoun","ME_pronoun","nFemale_pronoun","nMale_pronoun","linear_coef"
5454,"discounted",NA,NA,NA,0,0,27,134,0,0,18,57,0
5455,"ug",NA,NA,NA,0,0,86,256,-0.124533632,-0.020141071,38,138,0
5456,"declare",NA,NA,NA,-0.433450339,-0.063496141,25,156,0,0,15,94,0
5457,"corporation",NA,NA,NA,0,0,28,115,0.140360375,0.022700762,14,61,0
5458,"fathers",0,0,1,NA,NA,76,337,NA,NA,24,65,NA
5459,"obama's",NA,NA,1,NA,NA,53,315,NA,NA,24,244,NA
5460,"sentiment",NA,NA,NA,-0.191292236,-0.0280224,20,140,0,0,11,77,0
5461,"scratch",NA,NA,NA,-0.25248318,-0.036986261,37,147,0,0,20,80,0
5462,"finland",NA,NA,NA,0,0,21,81,0,0,2,37,0
5463,"keyboard",NA,NA,NA,-0.462078807,-0.067689925,13,111,-0.368854752,-0.059655611,4,58,0
5464,"ministry",NA,NA,NA,0.299121417,0.043818297,19,93,0,0,16,66,0
5465,"varying",NA,NA,NA,-0.175840842,-0.025758925,18,102,0,0,7,40,0
5466,"respective",NA,NA,NA,0,0,24,96,0,0,10,49,0
5467,"offended",NA,NA,NA,0.139450623,0.020428122,98,218,0,0,52,145,0
5468,"marriages",NA,NA,NA,0.154518751,0.022635452,130,67,0,0,49,37,0
5469,"bn",NA,NA,NA,0,0,4,56,0,0,4,38,0
5470,"ye",NA,NA,1,NA,NA,9,91,NA,NA,3,48,NA
5471,"plants",NA,NA,NA,0,0,17,95,0,0,12,42,0
5472,"exhibit",NA,NA,NA,0,0,31,126,0,0,11,31,0
5473,"burned",NA,NA,NA,-0.040744229,-0.005968622,37,147,-0.040984411,-0.00662849,22,104,0
5474,"marginally",NA,NA,NA,0,0,28,127,-0.436513398,-0.070598178,6,79,0
5475,"sydney",NA,NA,NA,0,0,17,102,0,0,7,44,0
5476,"shortly",NA,NA,NA,-0.171723144,-0.025155724,45,191,0,0,35,145,0
5477,"persistence",NA,NA,NA,0,0,16,107,0,0,3,38,0
5478,"mood",NA,NA,NA,0,0,96,165,0,0,74,103,0
5479,"invention",NA,NA,NA,0,0,21,104,0,0,10,52,0
5480,"tim",0,0,1,NA,NA,15,727,NA,NA,16,177,NA
5481,"shareholders",NA,NA,NA,0,0,6,82,0,0,8,39,0
5482,"judges",NA,NA,NA,0.078631966,0.011518797,34,112,0.239523107,0.038738548,22,65,0
5483,"indirect",NA,NA,NA,0,0,18,106,0,0,9,42,0
5484,"prep",NA,NA,NA,-0.067623648,-0.009906188,23,118,0,0,16,59,0
5485,"correlations",NA,NA,NA,0,0,14,123,0,0,9,48,0
5486,"treatments",NA,NA,NA,0,0,26,103,0,0,13,34,0
5487,"sharply",NA,NA,NA,0,0,15,116,0,0,13,40,0
5488,"scholarly",NA,NA,NA,0,0,20,160,0,0,12,103,0
5489,"routinely",NA,NA,NA,0,0,45,150,0,0,24,87,0
5490,"slide",NA,NA,NA,0,0,36,157,0,0,27,102,0
5491,"permanently",NA,NA,NA,0,0,37,138,0,0,24,82,0
5492,"officially",NA,NA,NA,-0.002927363,-0.000428829,48,211,0,0,28,126,0
5493,"rewarding",NA,NA,NA,-0.300609809,-0.044036331,24,111,0,0,12,58,0
5494,"brits",NA,NA,NA,0,0,37,158,0,0,16,70,0
5495,"oxbridge",NA,NA,NA,-0.251840541,-0.036892121,9,90,0,0,2,35,0
5496,"receives",NA,NA,NA,0,0,23,132,0,0,17,87,0
5497,"dartmouth",NA,NA,NA,0,0,20,124,0,0,6,53,0
5498,"stops",NA,NA,NA,0,0,53,206,-0.146644198,-0.023717057,33,128,0
5499,"terribly",NA,NA,NA,0,0,54,166,0,0,40,98,0
5500,"wouldn",NA,NA,NA,0,0,28,114,0,0,20,88,0
5501,"brains",NA,NA,NA,0,0,87,212,0.149142624,0.024121133,52,108,0
5502,"broette",1,0,1,NA,NA,2056,598,NA,NA,242,174,NA
5503,"wider",NA,NA,NA,0,0,21,116,0,0,13,70,0
5504,"divided",NA,NA,NA,0,0,24,134,-0.01739595,-0.002813481,8,71,0
5505,"loving",NA,NA,NA,0.004656441,0.000682122,190,209,0,0,98,115,0
5506,"assholes",NA,NA,NA,0.289554327,0.042416814,120,213,0,0,28,105,0
5507,"hack",NA,NA,NA,-0.290712166,-0.042586426,45,397,-0.687598635,-0.111206692,25,249,-0.020535414
5508,"stephen",0,0,1,NA,NA,5,694,NA,NA,12,154,NA
5509,"sexuality",NA,NA,NA,0.175680356,0.025735416,106,88,0,0,46,59,0
5510,"followers",NA,NA,NA,-0.126572819,-0.018541652,28,252,0,0,22,189,0
5511,"declared",NA,NA,NA,0,0,27,192,-0.195318158,-0.031589193,20,144,0
5512,"scheduled",NA,NA,NA,-0.147514816,-0.021609446,39,158,0,0,34,94,0
5513,"unethical",NA,NA,NA,0,0,29,183,0,0,25,136,0
5514,"extraordinary",NA,NA,NA,0.20633311,0.030225738,27,155,0,0,20,102,0
5515,"hunting",NA,NA,NA,0,0,46,169,0,0,27,92,0
5516,"heading",NA,NA,NA,-0.034378492,-0.005036105,52,188,0,0,34,106,0
5517,"spots",NA,NA,NA,0,0,28,141,0,0,14,72,0
5518,"advised",NA,NA,NA,-0.810217893,-0.11868882,33,227,0,0,35,143,0
5519,"injured",NA,NA,NA,0,0,28,183,-0.701149312,-0.11339827,9,158,0
5520,"struck",NA,NA,NA,0,0,47,192,0,0,38,143,0
5521,"drops",NA,NA,NA,-0.256180812,-0.037527927,28,184,0,0,22,105,0
5522,"fate",NA,NA,NA,0,0,42,143,0,0,22,96,0
5523,"curse",NA,NA,NA,0.310039138,0.045417634,42,148,0,0,24,101,0
5524,"unrealistic",NA,NA,NA,0,0,37,134,0,0,13,71,0
5525,"uniform",NA,NA,NA,0.024646985,0.003610537,43,103,0,0,16,57,0
5526,"detroit",NA,NA,NA,-0.068711249,-0.010065511,23,134,0,0,8,66,0
5527,"cop",NA,NA,NA,-0.409577841,-0.059999058,40,278,-0.13363963,-0.021613803,31,193,0
5528,"modal",NA,NA,NA,0.26695066,0.039105603,107,264,-0.002644852,-0.000427757,30,109,0
5529,"personnel",NA,NA,NA,0,0,11,110,-0.088474811,-0.014309207,6,71,0
5530,"relief",NA,NA,NA,0,0,35,105,0,0,19,48,0
5531,"agreements",NA,NA,NA,0,0,15,107,0,0,4,55,0
5532,"reflected",NA,NA,NA,0,0,18,102,0,0,9,60,0
5533,"ted",0,0,1,NA,NA,19,1004,NA,NA,31,259,NA
5534,"unreasonable",NA,NA,NA,0,0,37,135,0,0,32,85,0
5535,"passive",NA,NA,NA,0,0,39,149,0,0,22,85,0
5536,"locals",NA,NA,NA,0,0,37,75,0,0,13,37,0
5537,"acquired",NA,NA,NA,0,0,26,92,0,0,10,59,0
5538,"cared",NA,NA,NA,0.119507284,0.017506622,119,170,0.462338848,0.07477498,57,113,0
5539,"static",NA,NA,NA,0,0,7,118,0,0,4,44,0
5540,"holes",NA,NA,NA,0,0,49,174,0,0,25,97,0
5541,"noisy",NA,NA,NA,0,0,31,113,0,0,13,58,0
5542,"ladies",1,0,1,NA,NA,770,214,NA,NA,73,95,NA
5543,"simpler",NA,NA,NA,0,0,17,133,0,0,6,68,0
5544,"inability",NA,NA,NA,-0.019690349,-0.002884439,24,138,0,0,18,74,0
5545,"hungry",NA,NA,NA,-0.134172702,-0.019654959,66,209,-0.029390413,-0.00475337,39,107,0
5546,"dispute",NA,NA,NA,0,0,28,149,0,0,22,102,0
5547,"courage",NA,NA,NA,0,0,77,176,0.546033967,0.088311157,64,102,0
5548,"prospective",NA,NA,NA,0.115509146,0.016920935,30,118,0,0,18,59,0
5549,"unfortunate",NA,NA,NA,0.239376831,0.035066312,58,150,0,0,32,103,0
5550,"pray",NA,NA,NA,-0.416557182,-0.061021462,51,231,-0.587976003,-0.095094526,22,137,-0.015520674
5551,"insightful",NA,NA,NA,-0.221583365,-0.032459747,27,292,-0.099972537,-0.016168757,21,191,0
5552,"stays",NA,NA,NA,0.067632901,0.009907544,94,162,0,0,58,109,0
5553,"fame",NA,NA,NA,0,0,52,262,-0.353870179,-0.057232126,19,196,0
5554,"suburbs",NA,NA,NA,0,0,37,66,0,0,13,30,0
5555,"charter",NA,NA,NA,-0.052646986,-0.007712257,13,82,0,0,7,44,0
5556,"modelling",NA,NA,NA,0,0,12,166,0,0,6,77,0
5557,"urge",NA,NA,NA,-0.143866441,-0.021074995,43,122,-0.350228233,-0.056643107,21,59,0.04846535
5558,"distant",NA,NA,NA,0.022289906,0.003265248,53,137,0,0,34,86,0
5559,"priced",NA,NA,NA,0,0,16,85,0,0,7,35,0
5560,"simulations",NA,NA,NA,0,0,9,95,0,0,3,23,0
5561,"avoided",NA,NA,NA,-0.322127988,-0.047188529,34,144,0,0,22,104,0
5562,"thoughtful",NA,NA,NA,-0.014502555,-0.002124479,47,211,-0.163818847,-0.026494747,29,147,0
5563,"jmc",NA,NA,NA,0,0,51,345,-0.062664713,-0.010134888,30,217,0
5564,"distortions",NA,NA,NA,0,0,6,85,0,0,3,36,0
5565,"frustrating",NA,NA,NA,0,0,34,134,0,0,20,71,0
5566,"battery",NA,NA,NA,-0.186356934,-0.027299427,26,85,0,0,19,37,0
5567,"deviations",NA,NA,NA,0,0,17,103,0,0,6,36,0
5568,"netflix",NA,NA,NA,0.012552216,0.001838774,73,118,0.127653579,0.020645667,36,37,0
5569,"recipients",NA,NA,NA,0,0,13,113,0,0,8,58,0
5570,"cons",NA,NA,NA,0.063148119,0.009250568,37,82,0,0,9,24,0
5571,"severely",NA,NA,NA,0,0,38,148,0,0,24,87,0
5572,"inclusive",NA,NA,NA,0,0,18,114,0,0,7,65,0
5573,"sanctions",NA,NA,NA,-0.036902672,-0.005405872,12,124,0,0,6,93,0
5574,"handed",NA,NA,NA,-0.135721457,-0.019881836,54,226,-0.0778614,-0.012592679,33,168,0
5575,"membership",NA,NA,NA,-0.217239467,-0.03182341,22,121,0,0,13,62,0
5576,"boomers",NA,NA,NA,-0.450325732,-0.065968217,21,131,-0.089768297,-0.014518405,4,48,0
5577,"unobserved",NA,NA,NA,0,0,14,82,0,0,2,19,0
5578,"transformation",NA,NA,NA,0,0,13,107,0,0,7,51,0
5579,"conscious",NA,NA,NA,0,0,48,113,0,0,34,70,0
5580,"qualities",NA,NA,NA,0.652250379,0.095548159,107,102,0.598412798,0.09678249,49,68,0
5581,"payoff",NA,NA,NA,0,0,16,90,0,0,7,41,0
5582,"organize",NA,NA,NA,0,0,38,140,0,0,18,78,0
5583,"messi",NA,NA,1,NA,NA,26,416,NA,NA,5,336,NA
5584,"customs",NA,NA,NA,0,0,15,94,0,0,11,65,0
5585,"alternatively",NA,NA,NA,0,0,25,108,0,0,12,62,0
5586,"forecasts",NA,NA,NA,0,0,2,113,0,0,2,49,0
5587,"indication",NA,NA,NA,0,0,28,123,0,0,24,72,0
5588,"owns",NA,NA,NA,-0.364733441,-0.053429802,43,224,-0.180586896,-0.029206677,34,154,0
5589,"suited",NA,NA,NA,0,0,30,112,-0.293994714,-0.047548349,11,66,0
5590,"separately",NA,NA,NA,0,0,17,111,0,0,5,57,0
5591,"questionable",NA,NA,NA,0.073401428,0.010752575,31,144,0,0,21,86,0
5592,"tragedy",NA,NA,NA,0.190903447,0.027965446,50,148,0.344440304,0.055707014,26,103,0
5593,"grocery",NA,NA,NA,0,0,76,108,0,0,42,50,0
5594,"initiative",NA,NA,NA,0.111771253,0.016373371,44,132,0.222474024,0.035981165,22,74,0
5595,"calibration",NA,NA,NA,0,0,9,170,0,0,7,72,0
5596,"noting",NA,NA,NA,0,0,20,121,0,0,10,96,0
5597,"concluded",NA,NA,NA,0,0,33,155,0,0,25,97,0
5598,"enable",NA,NA,NA,0.669727429,0.098108372,20,96,0,0,11,40,0
5599,"derivative",NA,NA,NA,0,0,18,149,0,0,8,79,0
5600,"stupidity",NA,NA,NA,-0.489806419,-0.071751743,37,253,-0.098033421,-0.01585514,24,148,0
5601,"consuming",NA,NA,NA,0,0,30,87,0,0,10,49,0
5602,"creditors",NA,NA,NA,0,0,3,60,0,0,3,34,0
5603,"harmful",NA,NA,NA,0.056022105,0.008206678,36,117,0,0,18,62,0
5604,"locked",NA,NA,NA,-0.188150087,-0.027562107,47,154,-0.18847325,-0.030482153,30,109,0
5605,"districts",NA,NA,NA,-0.004437274,-0.000650016,10,61,0,0,4,24,0
5606,"remarks",NA,NA,NA,-0.307529169,-0.045049948,42,224,-0.02085256,-0.003372526,33,171,0
5607,"empirics",NA,NA,NA,0,0,9,161,0,0,4,76,0
5608,"optimistic",NA,NA,NA,0,0,20,126,0,0,16,66,0
5609,"efficiently",NA,NA,NA,0,0,19,122,0,0,9,62,0
5610,"restrict",NA,NA,NA,0,0,25,107,0,0,10,55,0
5611,"madrid",NA,NA,NA,0.109930961,0.016103787,33,155,-0.428962841,-0.069377012,3,79,0
5612,"mathematically",NA,NA,NA,0,0,11,164,0,0,8,84,0
5613,"sizes",NA,NA,NA,0,0,39,116,0,0,10,46,0
5614,"lights",NA,NA,NA,0.050079422,0.007336135,62,126,0,0,45,80,0
5615,"merits",NA,NA,NA,0,0,29,156,0,0,19,103,0
5616,"homo",NA,NA,NA,-2.068867047,-0.303068336,48,715,-0.989090707,-0.159967603,31,162,-0.028176425
5617,"fundamentals",NA,NA,NA,0,0,5,102,0,0,2,35,0
5618,"wolfers",0,0,1,NA,NA,24,1240,NA,NA,38,304,NA
5619,"atlanta",NA,NA,NA,0,0,16,94,0,0,6,39,0
5620,"socioeconomic",NA,NA,NA,0,0,29,81,0,0,9,24,0
5621,"editing",NA,NA,NA,0,0,20,147,0.042675849,0.00690205,17,89,0
5622,"worries",NA,NA,NA,0,0,70,216,0.213529085,0.034534483,48,102,0
5623,"substantive",NA,NA,NA,0,0,15,162,-0.404986804,-0.06549932,7,90,0
5624,"inclined",NA,NA,NA,0,0,40,137,0,0,21,78,0
5625,"hypothetical",NA,NA,NA,0.010760763,0.001576344,47,134,0,0,22,75,0
5626,"workplace",NA,NA,NA,0.101912051,0.014929097,77,126,0,0,36,44,0
5627,"doc",NA,NA,NA,-0.088375288,-0.012946096,37,197,-0.194601086,-0.03147322,20,111,0
5628,"subsidized",NA,NA,NA,0,0,20,97,0,0,4,30,0
5629,"transparency",NA,NA,NA,0,0,10,110,0,0,9,56,0
5630,"appreciation",NA,NA,NA,-0.028765321,-0.004213832,41,130,0,0,21,61,0
5631,"dancing",NA,NA,NA,0.744772231,0.109101685,143,112,0.341684245,0.055261271,70,61,0
5632,"horizon",NA,NA,NA,0,0,12,113,0,0,7,50,0
5633,"swimming",NA,NA,NA,-0.166898486,-0.024448959,53,140,-0.240652975,-0.038921283,16,77,0
5634,"duration",NA,NA,NA,0,0,18,123,0,0,11,43,0
5635,"discontinuity",NA,NA,NA,0,0,14,102,0,0,3,22,0
5636,"scramble",NA,NA,NA,0,0,39,149,0,0,8,42,0
5637,"collected",NA,NA,NA,0,0,24,171,0,0,18,93,0
5638,"convenience",NA,NA,NA,-0.262505958,-0.038454498,23,106,0,0,16,56,0
5639,"romantic",NA,NA,NA,0.847509519,0.12415167,211,105,0.356131834,0.057597908,108,61,0
5640,"guard",NA,NA,NA,-0.060970931,-0.008931632,38,178,0,0,30,121,0
5641,"forest",NA,NA,NA,0.361880495,0.053011874,90,156,0.480261509,0.077673647,48,85,0
5642,"instances",NA,NA,NA,0.295765001,0.043326615,40,97,0,0,24,62,0
5643,"mandatory",NA,NA,NA,0,0,33,127,0,0,12,61,0
5644,"weed",NA,NA,NA,-0.129307421,-0.018942244,64,175,0,0,27,71,0
5645,"week's",NA,NA,NA,0,0,15,108,0,0,20,71,0
5646,"clark",NA,NA,NA,-0.493563272,-0.072302084,26,326,0,0,19,121,0
5647,"solar",NA,NA,NA,0.023497804,0.003442193,14,63,0,0,6,39,0
5648,"tenure-track",NA,NA,NA,0,0,16,100,0,0,13,49,0
5649,"landed",NA,NA,NA,-0.107277626,-0.0157151,50,213,0,0,35,137,0
5650,"occupation",NA,NA,NA,0,0,36,112,0,0,16,57,0
5651,"gather",NA,NA,NA,-0.106500803,-0.015601303,30,126,0,0,23,77,0
5652,"drove",NA,NA,NA,-0.391068476,-0.057287622,47,184,0,0,45,127,0
5653,"purdue",NA,NA,NA,0,0,13,84,0,0,8,36,0
5654,"liability",NA,NA,NA,-0.156485317,-0.022923534,11,94,0,0,6,47,0
5655,"knock",NA,NA,NA,0.119182735,0.017459079,72,173,0.139959405,0.022635912,51,103,0
5656,"exploiting",NA,NA,NA,0,0,22,121,0,0,10,52,0
5657,"credits",NA,NA,NA,0,0,18,102,0,0,13,54,0
5658,"rbc",NA,NA,NA,-0.642552933,-0.09412758,5,238,0,0,5,87,0
5659,"wet",NA,NA,NA,0.271485291,0.039769881,156,209,0.051189704,0.008279012,83,135,0
5660,"environments",NA,NA,NA,0,0,27,89,0,0,9,31,0
5661,"confusing",NA,NA,NA,-0.20093219,-0.029434557,59,222,0,0,33,133,0
5662,"senator",NA,NA,NA,0,0,36,204,0,0,28,143,0
5663,"museum",NA,NA,NA,0.119613597,0.017522196,26,79,0.353038682,0.057097647,17,45,0
5664,"granting",NA,NA,NA,0,0,20,137,0,0,10,75,0
5665,"formally",NA,NA,NA,0,0,19,145,0,0,12,96,0
5666,"falsification",NA,NA,NA,0,0,4,113,0,0,2,109,0
5667,"switched",NA,NA,NA,0,0,55,188,0,0,33,114,0
5668,"ae",NA,NA,NA,-0.438585002,-0.064248317,14,155,-0.073744374,-0.011926824,8,111,0
5669,"hearts",NA,NA,NA,0,0,50,136,0,0,21,87,0
5670,"exclusion",NA,NA,NA,0,0,19,79,0,0,8,40,0
5671,"omitted",NA,NA,NA,0,0,17,101,0,0,6,50,0
5672,"relies",NA,NA,NA,0,0,12,160,0,0,10,81,0
5673,"climb",NA,NA,NA,0,0,29,102,0,0,16,61,0
5674,"criticisms",NA,NA,NA,0,0,21,212,0,0,16,146,0
5675,"georgetown",NA,NA,NA,0,0,20,149,0,0,11,56,0
5676,"hispanics",NA,NA,NA,0,0,34,97,0,0,9,40,0
5677,"jordan",NA,NA,1,NA,NA,13,284,NA,NA,3,161,NA
5678,"menu",NA,NA,NA,0,0,25,114,0,0,15,43,0
5679,"beaten",NA,NA,NA,0,0,55,190,-0.180677452,-0.029221323,23,120,0
5680,"concentrate",NA,NA,NA,0,0,49,115,0,0,29,58,0
5681,"8,",NA,NA,NA,0,0,19,82,0,0,15,43,0
5682,"finger",NA,NA,NA,0,0,103,235,0.202012919,0.03267195,87,146,0
5683,"pronounced",NA,NA,NA,0,0,25,116,0,0,9,50,0
5684,"versa",NA,NA,NA,0,0,41,98,0,0,21,42,0
5685,"evaluated",NA,NA,NA,0,0,23,77,0,0,7,36,0
5686,"documented",NA,NA,NA,0,0,25,139,0,0,19,76,0
5687,"macroeconomists",NA,NA,NA,-0.012095754,-0.001771907,7,188,-0.010029746,-0.001622131,2,85,0
5688,"sons",0,0,1,NA,NA,52,360,NA,NA,30,86,NA
5689,"communications",NA,NA,NA,0,0,28,127,0,0,19,78,0
5690,"briefly",NA,NA,NA,0,0,42,148,0.006257273,0.001012001,36,95,0
5691,"baseline",NA,NA,NA,-0.109318927,-0.01601413,17,99,0,0,5,30,0
5692,"proposition",NA,NA,NA,-0.057966255,-0.008491477,21,101,0,0,11,67,0
5693,"bare",NA,NA,NA,0,0,67,142,0,0,33,87,0
5694,"approximation",NA,NA,NA,0,0,11,93,0,0,2,33,0
5695,"bell",NA,NA,NA,-0.107731474,-0.015781584,33,167,0,0,21,77,0
5696,"virtue",NA,NA,NA,0,0,39,136,-0.041138144,-0.006653354,17,91,0
5697,"dated",NA,NA,NA,1.426918147,0.209029241,362,148,1.235885848,0.199882271,194,86,0.116149114
5698,"measurable",NA,NA,NA,0,0,9,46,0,0,4,19,0
5699,"spare",NA,NA,NA,0,0,50,156,-0.07795745,-0.012608213,29,96,0
5700,"afa",NA,NA,NA,-0.19184451,-0.028103302,14,173,-0.096601871,-0.015623612,6,76,0
5701,"provision",NA,NA,NA,0,0,12,95,0,0,10,26,0
5702,"tradeoff",NA,NA,NA,0,0,15,79,0,0,11,27,0
5703,"turnover",NA,NA,NA,0,0,5,73,0,0,1,24,0
5704,"imports",NA,NA,NA,0,0,5,83,0,0,2,35,0
5705,"launch",NA,NA,NA,0,0,26,125,0,0,13,78,0
5706,"bust",NA,NA,NA,0,0,35,143,0,0,23,70,0
5707,"7,",NA,NA,NA,0,0,21,110,0,0,15,56,0
5708,"aa",NA,NA,NA,0.5789795,0.084814708,71,126,0.490214076,0.079283295,36,60,0
5709,"shoulder",NA,NA,NA,-0.014449428,-0.002116697,85,158,0,0,65,114,0
5710,"undergreads",NA,NA,NA,0,0,48,165,0,0,7,68,0
5711,"chunk",NA,NA,NA,0,0,20,121,0,0,15,75,0
5712,"ours",NA,NA,NA,0,0,29,135,0,0,12,78,0
5713,"ljl",NA,NA,NA,0,0,183,614,0,0,73,245,0
5714,"nordic",NA,NA,NA,-0.810928675,-0.118792943,103,537,-0.083927765,-0.013573804,37,99,0
5715,"tens",NA,NA,NA,0,0,23,131,0,0,12,80,0
5716,"tilburg",NA,NA,NA,0,0,9,67,0,0,4,23,0
5717,"frequentist",NA,NA,NA,0,0,4,60,0,0,4,29,0
5718,"pussy",NA,NA,NA,0.498110189,0.072968162,294,282,0.444621029,0.071909441,165,145,0.05095506
5719,"embrace",NA,NA,NA,0,0,49,156,0,0,21,66,0
5720,"induced",NA,NA,NA,-0.093457623,-0.013690607,19,110,0,0,8,37,0
5721,"transferred",NA,NA,NA,0,0,18,112,0,0,16,61,0
5722,"eager",NA,NA,NA,0,0,51,152,-0.559723321,-0.090525164,21,105,0
5723,"arabs",NA,NA,NA,0.79825847,0.116936884,45,88,0.37786211,0.061112389,10,45,0
5724,"monitor",NA,NA,NA,-0.193569744,-0.028356032,21,137,-0.039440321,-0.006378761,12,64,0
5725,"gs",NA,NA,NA,-0.12354119,-0.018097549,22,129,-0.005549942,-0.000897603,10,68,0
5726,"mirror",NA,NA,NA,-0.086180788,-0.012624624,64,163,-0.580953631,-0.093958784,27,93,0
5727,"finances",NA,NA,NA,0,0,37,97,0,0,24,50,0
5728,"literary",NA,NA,NA,0,0,17,138,0,0,13,102,0
5729,"proving",NA,NA,NA,-0.443215451,-0.064926632,32,211,0,0,20,119,0
5730,"fears",NA,NA,NA,0,0,36,131,0,0,19,86,0
5731,"difficulties",NA,NA,NA,0,0,31,116,0,0,16,65,0
5732,"clarify",NA,NA,NA,0.236308904,0.034616892,56,191,0,0,36,110,0
5733,"trajectory",NA,NA,NA,0,0,16,97,-0.073702442,-0.011920042,9,64,0
5734,"ease",NA,NA,NA,-0.106056503,-0.015536217,35,106,0,0,17,58,0
5735,"criticized",NA,NA,NA,0.083213925,0.012190008,45,211,0,0,33,159,0
5736,"tickets",NA,NA,NA,0,0,55,137,0.125179991,0.020245608,38,71,0
5737,"trader",NA,NA,NA,0,0,33,195,0,0,19,110,0
5738,"dig",NA,NA,NA,1.09675045,0.160662975,152,176,0.017601245,0.002846684,39,103,0
5739,"infinity",NA,NA,NA,0,0,15,96,0,0,11,47,0
5740,";)",NA,NA,NA,0.707422728,0.103630356,205,241,0,0,55,86,0
5741,"permission",NA,NA,NA,0.0957183,0.014021774,55,126,0.395545475,0.063972355,44,85,0
5742,"terror",NA,NA,NA,0,0,29,137,0,0,19,93,0
5743,"freely",NA,NA,NA,0,0,40,132,0,0,13,73,0
5744,"stations",NA,NA,NA,0.000349053,5.11e-05,22,63,0,0,9,35,0
5745,"purchased",NA,NA,NA,0,0,22,103,0,0,11,67,0
5746,"hatred",NA,NA,NA,0,0,50,191,0,0,19,114,0
5747,"campuses",NA,NA,NA,0.209554238,0.030697601,42,115,0,0,18,68,0
5748,"encyclopedia",NA,NA,NA,0,0,1,65,0,0,9,29,0
5749,"accuracy",NA,NA,NA,0,0,10,115,0,0,6,58,0
5750,"printing",NA,NA,NA,0,0,10,111,0,0,6,59,0
5751,"hypotheses",NA,NA,NA,0.3272929,0.047945137,18,90,0,0,7,40,0
5752,"endowment",NA,NA,NA,0,0,19,137,-0.593847756,-0.096044176,3,79,0
5753,"blogs",NA,NA,NA,0,0,26,249,0,0,16,143,0
5754,"arbitrage",NA,NA,NA,-0.052808859,-0.00773597,7,130,0,0,4,48,0
5755,"children's",NA,NA,NA,0,0,45,104,0,0,26,44,0
5756,"roth",0,0,1,NA,NA,5,543,NA,NA,8,97,NA
5757,"huh",NA,NA,NA,0.036758993,0.005384825,67,206,0,0,37,110,0
5758,"jackson",0,0,1,NA,NA,9,512,NA,NA,15,126,NA
5759,"interacting",NA,NA,NA,0.080822127,0.011839633,41,120,0,0,17,51,0
5760,"holders",NA,NA,NA,0,0,14,101,0,0,5,47,0
5761,"prosperity",NA,NA,NA,0,0,12,118,0,0,7,68,0
5762,"queen",NA,NA,1,NA,NA,213,177,NA,NA,117,80,NA
5763,"founder",NA,NA,NA,-0.307711514,-0.04507666,20,197,0.259705145,0.042002629,23,130,0
5764,"implicitly",NA,NA,NA,0,0,25,148,0,0,13,87,0
5765,"orthodox",NA,NA,NA,-0.197842003,-0.028981875,18,197,-0.04072949,-0.006587261,5,102,0
5766,"calculation",NA,NA,NA,0,0,26,104,0,0,9,61,0
5767,"remote",NA,NA,NA,0,0,33,102,0,0,15,61,0
5768,"rubio",NA,NA,1,NA,NA,31,323,NA,NA,14,250,NA
5769,"mild",NA,NA,NA,0,0,41,131,-0.246984933,-0.039945363,21,77,0
5770,"toxic",NA,NA,NA,0,0,45,147,0,0,22,91,0
5771,"vulnerable",NA,NA,NA,0.507755821,0.074381151,50,94,0.480732157,0.077749766,23,49,0
5772,"regulators",NA,NA,NA,0,0,7,90,0,0,4,49,0
5773,"calculations",NA,NA,NA,0,0,18,116,0,0,6,61,0
5774,"enterprise",NA,NA,NA,0.107383055,0.015730544,21,99,0,0,11,55,0
5775,"outsiders",NA,NA,NA,0,0,17,109,0,0,9,53,0
5776,"admittedly",NA,NA,NA,0,0,36,122,0,0,22,71,0
5777,"hardware",NA,NA,NA,0,0,6,69,0,0,1,29,0
5778,"withdraw",NA,NA,NA,0,0,32,140,0,0,27,94,0
5779,"mandate",NA,NA,NA,0,0,13,104,0,0,7,67,0
5780,"sec",NA,NA,NA,-0.298804736,-0.043771906,31,150,0,0,14,72,0
5781,"austrians",NA,NA,NA,-0.584799654,-0.085667302,5,180,-0.164569284,-0.026616117,4,85,0
5782,"compatible",NA,NA,NA,0.049932375,0.007314594,47,79,0,0,23,43,0
5783,"automatic",NA,NA,NA,0,0,35,128,-0.080297021,-0.012986597,15,78,0
5784,"moderation",NA,NA,NA,0.504452455,0.073897241,26,108,0,0,7,58,0
5785,"peaceful",NA,NA,NA,0,0,30,118,0,0,17,70,0
5786,"morality",NA,NA,NA,0,0,37,124,-0.098293261,-0.015897164,11,77,0
5787,"ridiculously",NA,NA,NA,0,0,43,131,0,0,23,72,0
5788,"madison",NA,NA,NA,0,0,19,119,0,0,5,60,0
5789,"sustained",NA,NA,NA,0.017355778,0.002542448,21,90,0,0,8,46,0
5790,"bin",NA,NA,NA,-0.019842255,-0.002906692,27,175,-0.041273916,-0.006675312,18,128,0
5791,"boundaries",NA,NA,NA,0,0,33,98,0,0,20,51,0
5792,"resist",NA,NA,NA,0,0,58,131,0,0,32,84,0
5793,"bureaucracy",NA,NA,NA,0,0,18,90,0,0,9,55,0
5794,"disproportionately",NA,NA,NA,0,0,24,95,0,0,10,29,0
5795,"essence",NA,NA,NA,0,0,26,104,0,0,14,72,0
5796,"stopping",NA,NA,NA,0,0,45,162,0,0,24,93,0
